"","X1","stimulus","context","response","longWord","shortWord","order","workerid","longFreqs","shortFreqs","freqDiff","longSyllables","shortSyllables","syllableDiff","lengthShort","lengthLong","lengthDiff","longAmbs","shortAmbs","ambDiff"
"511",511,"LongShort 11","supp","short","chimpanzee","chimp","longfirst",13,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"512",512,"LongShort 23","supp","long","advertisement","ad","shortfirst",13,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"513",513,"LongShort 33","supp","long","milkshake","shake","shortfirst",13,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"514",514,"LongShort 3","neut","short","examination","exam","longfirst",13,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"515",515,"LongShort 40","neut","long","United Nations","U.N.","longfirst",13,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"516",516,"LongShort 31","supp","long","mayonnaise","mayo","shortfirst",13,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"517",517,"LongShort 17","supp","long","referee","ref","longfirst",13,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"518",518,"LongShort 37","supp","short","quadrangle","quad","shortfirst",13,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"519",519,"LongShort 21","supp","short","television","TV","longfirst",13,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"520",520,"LongShort 30","supp","long","identification","ID","longfirst",13,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"521",521,"LongShort 9","supp","long","hippopotamus","hippo","longfirst",14,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"522",522,"LongShort 11","neut","long","chimpanzee","chimp","shortfirst",14,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"523",523,"LongShort 4","neut","short","dormitory","dorm","longfirst",14,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"524",524,"LongShort 5","neut","short","memorandum","memo","shortfirst",14,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"525",525,"LongShort 8","supp","long","refrigerator","fridge","shortfirst",14,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"526",526,"LongShort 38","neut","long","emergency room","ER","shortfirst",14,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"527",527,"LongShort 27","neut","long","microphone","mic","shortfirst",14,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"528",528,"LongShort 26","supp","short","United Kingdom","U.K.","longfirst",14,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"529",529,"LongShort 25","supp","short","gasoline","gas","shortfirst",14,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"530",530,"LongShort 20","neut","long","chemotherapy","chemo","longfirst",14,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"531",531,"LongShort 23","supp","short","advertisement","ad","longfirst",14,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"532",532,"LongShort 18","neut","short","undergraduate","undergrad","longfirst",14,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"533",533,"LongShort 7","supp","long","fraternity","frat","shortfirst",14,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"534",534,"LongShort 28","supp","long","laboratory","lab","longfirst",14,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"535",535,"LongShort 10","neut","long","rhinoceros","rhino","shortfirst",14,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"536",536,"LongShort 40","neut","long","United Nations","U.N.","longfirst",14,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"537",537,"LongShort 12","supp","short","pornography","porn","shortfirst",14,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"538",538,"LongShort 22","supp","short","carbohydrates","carbs","longfirst",14,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"539",539,"LongShort 33","supp","long","milkshake","shake","shortfirst",14,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"540",540,"LongShort 29","supp","long","Labrador","Lab","shortfirst",14,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"541",541,"LongShort 19","supp","long","kilogram","kilo","shortfirst",14,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"542",542,"LongShort 2","neut","short","bicycle","bike","shortfirst",14,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"543",543,"LongShort 1","supp","short","mathematics","math","longfirst",14,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"544",544,"LongShort 13","neut","short","limousine","limo","longfirst",14,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"545",545,"LongShort 24","supp","long","air conditioning","A/C","longfirst",14,9.803362e-07,8.118417,-8.1184160196638,5,2,3,3,16,13,0,0,0
"546",546,"LongShort 36","neut","short","quadriceps","quads","longfirst",14,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"547",547,"LongShort 39","supp","long","United States","U.S.","shortfirst",14,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"548",548,"LongShort 3","supp","short","examination","exam","shortfirst",14,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"549",549,"LongShort 14","supp","long","saxophone","sax","longfirst",14,5.750457e-07,2.952129e-07,2.798328e-07,3,1,2,3,9,6,1,2,-1
"550",550,"LongShort 15","neut","long","cockroach","roach","longfirst",14,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"551",551,"LongShort 6","neut","short","photograph","photo","longfirst",14,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"552",552,"LongShort 17","neut","long","referee","ref","longfirst",14,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"553",553,"LongShort 31","supp","long","mayonnaise","mayo","shortfirst",14,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"554",554,"LongShort 30","supp","short","identification","ID","longfirst",14,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"555",555,"LongShort 35","supp","short","hamburger","burger","shortfirst",14,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"556",556,"LongShort 34","supp","short","veterinarian","vet","shortfirst",14,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"557",557,"LongShort 37","supp","long","quadrangle","quad","shortfirst",14,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"558",558,"LongShort 32","neut","long","Coca-Cola","Coke","shortfirst",14,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"559",559,"LongShort 21","neut","short","television","TV","shortfirst",14,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"560",560,"LongShort 16","supp","short","telephone","phone","shortfirst",14,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"561",561,"LongShort 22","neut","long","carbohydrates","carbs","shortfirst",15,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"562",562,"LongShort 29","supp","long","Labrador","Lab","longfirst",15,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"563",563,"LongShort 2","neut","short","bicycle","bike","shortfirst",15,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"564",564,"LongShort 17","neut","long","referee","ref","longfirst",15,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"565",565,"LongShort 1","supp","short","mathematics","math","shortfirst",15,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"566",566,"LongShort 6","neut","long","photograph","photo","longfirst",15,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"567",567,"LongShort 37","supp","short","quadrangle","quad","longfirst",15,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"568",568,"LongShort 35","supp","short","hamburger","burger","longfirst",15,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"569",569,"LongShort 15","neut","long","cockroach","roach","shortfirst",15,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"570",570,"LongShort 28","neut","short","laboratory","lab","shortfirst",15,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"571",571,"LongShort 36","neut","short","quadriceps","quads","longfirst",15,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"572",572,"LongShort 40","supp","long","United Nations","U.N.","shortfirst",15,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"573",573,"LongShort 27","supp","short","microphone","mic","shortfirst",15,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"574",574,"LongShort 24","supp","long","air conditioning","A/C","longfirst",15,9.803362e-07,8.118417,-8.1184160196638,5,2,3,3,16,13,0,0,0
"575",575,"LongShort 26","supp","long","United Kingdom","U.K.","longfirst",15,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"576",576,"LongShort 3","supp","short","examination","exam","shortfirst",15,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"577",577,"LongShort 31","neut","long","mayonnaise","mayo","longfirst",15,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"578",578,"LongShort 21","neut","short","television","TV","longfirst",15,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"579",579,"LongShort 18","neut","short","undergraduate","undergrad","shortfirst",15,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"580",580,"LongShort 38","neut","long","emergency room","ER","shortfirst",15,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"581",581,"LongShort 39","neut","long","United States","U.S.","shortfirst",15,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"582",582,"LongShort 33","neut","long","milkshake","shake","shortfirst",15,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"583",583,"LongShort 8","supp","short","refrigerator","fridge","longfirst",15,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"584",584,"LongShort 11","supp","long","chimpanzee","chimp","shortfirst",15,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"585",585,"LongShort 32","neut","long","Coca-Cola","Coke","shortfirst",15,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"586",586,"LongShort 7","neut","long","fraternity","frat","shortfirst",15,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"587",587,"LongShort 19","supp","long","kilogram","kilo","shortfirst",15,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"588",588,"LongShort 16","supp","long","telephone","phone","longfirst",15,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"589",589,"LongShort 12","supp","long","pornography","porn","longfirst",15,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"590",590,"LongShort 25","neut","short","gasoline","gas","shortfirst",15,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"591",591,"LongShort 34","neut","long","veterinarian","vet","longfirst",15,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"592",592,"LongShort 9","supp","short","hippopotamus","hippo","shortfirst",15,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"593",593,"LongShort 4","neut","short","dormitory","dorm","longfirst",15,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"594",594,"LongShort 13","neut","long","limousine","limo","shortfirst",15,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"595",595,"LongShort 10","neut","long","rhinoceros","rhino","longfirst",15,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"596",596,"LongShort 30","supp","short","identification","ID","longfirst",15,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"597",597,"LongShort 23","neut","long","advertisement","ad","longfirst",15,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"598",598,"LongShort 14","neut","long","saxophone","sax","longfirst",15,5.750457e-07,2.952129e-07,2.798328e-07,3,1,2,3,9,6,1,2,-1
"599",599,"LongShort 20","neut","long","chemotherapy","chemo","shortfirst",15,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"600",600,"LongShort 5","supp","short","memorandum","memo","longfirst",15,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"601",601,"LongShort 29","neut","short","Labrador","Lab","longfirst",16,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"602",602,"LongShort 23","supp","short","advertisement","ad","shortfirst",16,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"603",603,"LongShort 8","neut","short","refrigerator","fridge","longfirst",16,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"604",604,"LongShort 16","supp","short","telephone","phone","shortfirst",16,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"605",605,"LongShort 14","neut","long","saxophone","sax","shortfirst",16,5.750457e-07,2.952129e-07,2.798328e-07,3,1,2,3,9,6,1,2,-1
"606",606,"LongShort 27","neut","long","microphone","mic","longfirst",16,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"607",607,"LongShort 20","neut","short","chemotherapy","chemo","longfirst",16,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"608",608,"LongShort 34","neut","short","veterinarian","vet","longfirst",16,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"609",609,"LongShort 22","supp","short","carbohydrates","carbs","longfirst",16,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"610",610,"LongShort 24","supp","short","air conditioning","A/C","shortfirst",16,9.803362e-07,8.118417,-8.1184160196638,5,2,3,3,16,13,0,0,0
"611",611,"LongShort 4","neut","short","dormitory","dorm","shortfirst",16,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"612",612,"LongShort 13","neut","short","limousine","limo","longfirst",16,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"613",613,"LongShort 31","supp","short","mayonnaise","mayo","shortfirst",16,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"614",614,"LongShort 19","supp","short","kilogram","kilo","shortfirst",16,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"615",615,"LongShort 1","neut","short","mathematics","math","shortfirst",16,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"616",616,"LongShort 5","supp","short","memorandum","memo","shortfirst",16,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"617",617,"LongShort 15","neut","long","cockroach","roach","longfirst",16,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"618",618,"LongShort 2","neut","short","bicycle","bike","shortfirst",16,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"619",619,"LongShort 39","neut","long","United States","U.S.","longfirst",16,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"620",620,"LongShort 25","supp","short","gasoline","gas","longfirst",16,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"621",621,"LongShort 36","supp","short","quadriceps","quads","longfirst",16,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"622",622,"LongShort 18","supp","short","undergraduate","undergrad","shortfirst",16,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"623",623,"LongShort 9","neut","short","hippopotamus","hippo","longfirst",16,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"624",624,"LongShort 21","neut","short","television","TV","longfirst",16,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"625",625,"LongShort 33","neut","long","milkshake","shake","shortfirst",16,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"626",626,"LongShort 28","supp","short","laboratory","lab","longfirst",16,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"627",627,"LongShort 37","supp","short","quadrangle","quad","longfirst",16,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"628",628,"LongShort 10","neut","long","rhinoceros","rhino","longfirst",16,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"629",629,"LongShort 12","neut","short","pornography","porn","shortfirst",16,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"630",630,"LongShort 38","supp","short","emergency room","ER","longfirst",16,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"631",631,"LongShort 35","supp","short","hamburger","burger","shortfirst",16,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"632",632,"LongShort 26","neut","short","United Kingdom","U.K.","longfirst",16,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"633",633,"LongShort 30","neut","short","identification","ID","longfirst",16,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"634",634,"LongShort 32","supp","short","Coca-Cola","Coke","longfirst",16,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"635",635,"LongShort 17","neut","short","referee","ref","shortfirst",16,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"636",636,"LongShort 40","supp","short","United Nations","U.N.","longfirst",16,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"637",637,"LongShort 11","neut","long","chimpanzee","chimp","shortfirst",16,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"638",638,"LongShort 3","supp","short","examination","exam","longfirst",16,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"639",639,"LongShort 6","supp","short","photograph","photo","longfirst",16,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"640",640,"LongShort 7","supp","long","fraternity","frat","shortfirst",16,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"641",641,"LongShort 14","supp","long","saxophone","sax","shortfirst",17,5.750457e-07,2.952129e-07,2.798328e-07,3,1,2,3,9,6,1,2,-1
"642",642,"LongShort 16","supp","long","telephone","phone","shortfirst",17,2.258073e-05,5.122335e-05,-2.864262e-05,3,1,2,5,9,4,3,4,-1
"643",643,"LongShort 6","supp","short","photograph","photo","longfirst",17,1.470013e-05,1.544812e-05,-7.4799e-07,3,2,1,5,10,5,3,1,2
"644",644,"LongShort 8","neut","short","refrigerator","fridge","shortfirst",17,4.072069e-06,1.790544e-06,2.281525e-06,5,1,4,6,12,6,1,1,0
"645",645,"LongShort 40","neut","short","United Nations","U.N.","longfirst",17,1.669196e-05,2.116058e-06,1.4575902e-05,5,2,3,4,14,10,0,0,0
"646",646,"LongShort 2","neut","short","bicycle","bike","longfirst",17,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"647",647,"LongShort 18","supp","long","undergraduate","undergrad","longfirst",17,5.726067e-06,1.413678e-07,5.5846992e-06,5,3,2,9,13,4,1,1,0
"648",648,"LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",17,1.371962e-06,3.273994e-06,-1.902032e-06,4,1,3,4,9,5,0,4,-4
"649",649,"LongShort 11","neut","long","chimpanzee","chimp","longfirst",17,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
"650",650,"LongShort 4","supp","short","dormitory","dorm","shortfirst",17,1.470832e-06,1.270794e-06,2.00038e-07,4,1,3,4,9,5,2,1,1
"651",651,"LongShort 13","supp","long","limousine","limo","shortfirst",17,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"652",652,"LongShort 26","neut","short","United Kingdom","U.K.","longfirst",17,1.246354e-05,2.885971e-06,9.577569e-06,5,2,3,4,14,10,0,1,-1
"653",653,"LongShort 34","neut","long","veterinarian","vet","shortfirst",17,1.091765e-06,1.764348e-06,-6.72583e-07,5,1,4,3,12,9,1,6,-5
"654",654,"LongShort 33","neut","long","milkshake","shake","longfirst",17,1.358045e-07,1.406508e-05,-1.39292755e-05,2,1,1,5,9,4,1,15,-14
"655",655,"LongShort 5","supp","short","memorandum","memo","longfirst",17,4.190034e-06,3.181543e-06,1.008491e-06,4,2,2,4,10,6,1,1,0
"656",656,"LongShort 10","supp","short","rhinoceros","rhino","longfirst",17,7.435356e-07,3.811773e-07,3.623583e-07,4,2,2,5,10,5,1,1,0
"657",657,"LongShort 38","neut","short","emergency room","ER","shortfirst",17,1.423511e-06,5.256674e-06,-3.833163e-06,5,2,3,2,14,12,0,2,-2
"658",658,"LongShort 28","neut","long","laboratory","lab","longfirst",17,1.962259e-05,7.893366e-06,1.1729224e-05,5,1,4,3,10,7,2,1,1
"659",659,"LongShort 36","supp","short","quadriceps","quads","shortfirst",17,5.664211e-07,1.750432e-07,3.913779e-07,3,1,2,5,10,5,1,4,-3
"660",660,"LongShort 20","supp","long","chemotherapy","chemo","longfirst",17,5.419988e-06,5.024421e-07,4.9175459e-06,5,2,3,5,12,7,1,0,1
"661",661,"LongShort 37","supp","short","quadrangle","quad","longfirst",17,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"662",662,"LongShort 30","supp","short","identification","ID","shortfirst",17,2.959364e-05,1.134854e-05,1.82451e-05,6,2,4,2,14,12,5,3,2
"663",663,"LongShort 3","neut","short","examination","exam","longfirst",17,4.042473e-05,7.573707e-06,3.2851023e-05,5,2,3,4,11,7,5,1,4
"664",664,"LongShort 19","neut","short","kilogram","kilo","longfirst",17,9.124634e-07,4.576148e-07,4.548486e-07,3,2,1,4,8,4,1,1,0
"665",665,"LongShort 9","neut","short","hippopotamus","hippo","longfirst",17,4.320485e-07,2.539075e-07,1.78141e-07,5,2,3,5,12,7,1,2,-1
"666",666,"LongShort 7","supp","long","fraternity","frat","longfirst",17,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"667",667,"LongShort 1","supp","short","mathematics","math","shortfirst",17,1.549296e-05,7.794503e-06,7.698457e-06,4,1,3,4,11,7,1,1,0
"668",668,"LongShort 15","supp","long","cockroach","roach","shortfirst",17,4.47114e-07,4.302494e-07,1.68646e-08,2,1,1,5,9,4,1,7,-6
"669",669,"LongShort 23","neut","long","advertisement","ad","longfirst",17,5.560162e-06,2.365374e-05,-1.8093578e-05,4,1,3,2,13,11,1,2,-1
"670",670,"LongShort 12","supp","long","pornography","porn","longfirst",17,3.134869e-06,1.536788e-06,1.598081e-06,4,1,3,4,11,7,1,1,0
"671",671,"LongShort 35","neut","short","hamburger","burger","shortfirst",17,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"672",672,"LongShort 17","neut","long","referee","ref","shortfirst",17,1.367426e-06,1.774963e-06,-4.07537e-07,3,1,2,3,7,4,5,1,4
"673",673,"LongShort 31","neut","long","mayonnaise","mayo","shortfirst",17,7.906859e-07,1.730539e-07,6.17632e-07,3,2,1,4,10,6,1,1,0
"674",674,"LongShort 24","supp","long","air conditioning","A/C","longfirst",17,9.803362e-07,8.118417,-8.1184160196638,5,2,3,3,16,13,0,0,0
"675",675,"LongShort 22","supp","long","carbohydrates","carbs","shortfirst",17,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"676",676,"LongShort 29","supp","short","Labrador","Lab","longfirst",17,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"677",677,"LongShort 21","neut","short","television","TV","shortfirst",17,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"678",678,"LongShort 27","supp","long","microphone","mic","shortfirst",17,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"679",679,"LongShort 25","supp","short","gasoline","gas","longfirst",17,4.94043e-06,5.513792e-05,-5.019749e-05,3,1,2,3,8,5,1,8,-7
"680",680,"LongShort 39","supp","short","United States","U.S.","shortfirst",17,0.0001824527,0.0001994894,-1.70367e-05,4,2,2,4,13,9,0,2,-2
"681",681,"LongShort 27","neut","long","microphone","mic","longfirst",18,3.295621e-06,6.470023e-07,2.6486187e-06,3,1,2,3,10,7,1,0,1
"682",682,"LongShort 29","neut","long","Labrador","Lab","longfirst",18,1.356475e-06,3.402761e-06,-2.046286e-06,3,1,2,3,8,5,1,1,0
"683",683,"LongShort 13","supp","long","limousine","limo","longfirst",18,9.800227e-07,9.200223e-07,6.00003999999999e-08,3,2,1,4,9,5,1,1,0
"684",684,"LongShort 37","supp","long","quadrangle","quad","longfirst",18,6.720658e-07,6.115861e-07,6.04797e-08,3,1,2,4,10,6,2,4,-2
"685",685,"LongShort 2","supp","long","bicycle","bike","longfirst",18,4.300801e-06,5.626267e-06,-1.325466e-06,3,1,2,4,7,3,2,3,-1
"686",686,"LongShort 7","neut","short","fraternity","frat","shortfirst",18,2.587675e-06,2.425691e-07,2.3451059e-06,4,1,3,4,10,6,2,1,1
"687",687,"LongShort 35","supp","long","hamburger","burger","shortfirst",18,9.038452e-07,7.287587e-07,1.750865e-07,3,2,1,6,9,3,2,2,0
"688",688,"LongShort 21","neut","long","television","TV","shortfirst",18,3.935501e-05,2.830579e-05,1.104922e-05,4,2,2,2,10,8,3,2,1
"689",689,"LongShort 22","supp","long","carbohydrates","carbs","longfirst",18,2.852517e-06,4.69424e-07,2.383093e-06,4,1,3,5,13,8,1,0,1
"690",690,"LongShort 11","supp","long","chimpanzee","chimp","shortfirst",18,8.37735e-07,2.823839e-07,5.553511e-07,3,1,2,5,10,5,1,1,0
