workerid,sentence,response2,response1,language,gender,age
28,"""LongShort 3 supp_longfirst""","""yes""","""second""","""english""","""Male""","""27"""
28,"""LongShort 30 neut_longfirst""","""no""","""second""","""english""","""Male""","""27"""
29,"""filler 23""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 17 supp_longfirst""","""no""","""first""","""""","""""",""""""
29,"""filler 19""","""no""","""second""","""""","""""",""""""
29,"""LongShort 15 supp_shortfirst""","""no""","""second""","""""","""""",""""""
29,"""filler 14""","""yes""","""first""","""""","""""",""""""
29,"""filler 29""","""yes""","""first""","""""","""""",""""""
29,"""filler 38""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 36 neut_shortfirst""","""no""","""first""","""""","""""",""""""
29,"""LongShort 25 neut_shortfirst""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 28 supp_longfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 9""","""no""","""first""","""""","""""",""""""
29,"""LongShort 32 supp_shortfirst""","""no""","""first""","""""","""""",""""""
29,"""LongShort 24 supp_longfirst""","""no""","""second""","""""","""""",""""""
29,"""LongShort 13 neut_shortfirst""","""no""","""first""","""""","""""",""""""
29,"""filler 22""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 21 supp_longfirst""","""no""","""second""","""""","""""",""""""
29,"""filler 2""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 8 supp_longfirst""","""no""","""second""","""""","""""",""""""
29,"""LongShort 7 neut_shortfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 21""","""no""","""first""","""""","""""",""""""
29,"""LongShort 11 supp_shortfirst""","""no""","""second""","""""","""""",""""""
29,"""filler 30""","""no""","""second""","""""","""""",""""""
29,"""filler 10""","""yes""","""first""","""""","""""",""""""
29,"""filler 33""","""no""","""first""","""""","""""",""""""
29,"""LongShort 23 neut_shortfirst""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 18 supp_longfirst""","""no""","""second""","""""","""""",""""""
29,"""LongShort 19 neut_longfirst""","""no""","""second""","""""","""""",""""""
29,"""LongShort 12 neut_longfirst""","""yes""","""first""","""""","""""",""""""
29,"""filler 32""","""yes""","""second""","""""","""""",""""""
29,"""filler 5""","""no""","""first""","""""","""""",""""""
29,"""filler 15""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 30 neut_longfirst""","""no""","""second""","""""","""""",""""""
29,"""LongShort 31 neut_shortfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 17""","""no""","""first""","""""","""""",""""""
29,"""LongShort 26 supp_shortfirst""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 37 neut_longfirst""","""no""","""second""","""""","""""",""""""
29,"""filler 31""","""no""","""first""","""""","""""",""""""
29,"""filler 11""","""no""","""second""","""""","""""",""""""
29,"""filler 1""","""no""","""first""","""""","""""",""""""
29,"""LongShort 6 neut_shortfirst""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 39 neut_longfirst""","""yes""","""first""","""""","""""",""""""
29,"""filler 37""","""no""","""first""","""""","""""",""""""
29,"""LongShort 14 supp_shortfirst""","""no""","""first""","""""","""""",""""""
29,"""LongShort 34 neut_shortfirst""","""yes""","""first""","""""","""""",""""""
29,"""filler 4""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 4 neut_longfirst""","""no""","""second""","""""","""""",""""""
29,"""filler 20""","""yes""","""second""","""""","""""",""""""
29,"""filler 16""","""no""","""first""","""""","""""",""""""
29,"""filler 24""","""no""","""first""","""""","""""",""""""
29,"""filler 3""","""no""","""first""","""""","""""",""""""
29,"""LongShort 29 supp_longfirst""","""no""","""second""","""""","""""",""""""
29,"""LongShort 2 supp_longfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 18""","""yes""","""first""","""""","""""",""""""
29,"""filler 26""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 5 neut_longfirst""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 10 neut_longfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 35""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 9 supp_longfirst""","""yes""","""first""","""""","""""",""""""
29,"""filler 28""","""no""","""second""","""""","""""",""""""
29,"""filler 34""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 35 supp_shortfirst""","""no""","""first""","""""","""""",""""""
29,"""LongShort 33 supp_shortfirst""","""no""","""second""","""""","""""",""""""
29,"""filler 8""","""no""","""first""","""""","""""",""""""
29,"""LongShort 1 neut_longfirst""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 22 supp_shortfirst""","""no""","""first""","""""","""""",""""""
29,"""LongShort 38 supp_shortfirst""","""yes""","""first""","""""","""""",""""""
29,"""filler 39""","""yes""","""first""","""""","""""",""""""
29,"""filler 40""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 3 supp_shortfirst""","""yes""","""first""","""""","""""",""""""
29,"""filler 12""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 16 supp_longfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 7""","""yes""","""second""","""""","""""",""""""
29,"""LongShort 20 neut_shortfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 27""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 27 neut_longfirst""","""yes""","""first""","""""","""""",""""""
29,"""LongShort 40 supp_longfirst""","""yes""","""second""","""""","""""",""""""
29,"""filler 36""","""yes""","""first""","""""","""""",""""""
29,"""filler 6""","""yes""","""first""","""""","""""",""""""
29,"""filler 13""","""yes""","""first""","""""","""""",""""""
29,"""filler 25""","""yes""","""first""","""""","""""",""""""
30,"""filler 35""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 17""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 12 neut_longfirst""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 38 supp_shortfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 16""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 23""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 26 supp_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 27 neut_shortfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 19 supp_longfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 3 neut_shortfirst""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 19""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 2 supp_longfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 7 neut_longfirst""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 9""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 28 neut_shortfirst""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 36""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 18""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 6 neut_longfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 6""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 8 supp_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 28""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 34 neut_shortfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 22 neut_shortfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 33""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 39 neut_shortfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 16 supp_shortfirst""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 39""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 38""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 21""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 10 neut_shortfirst""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 1 supp_longfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 30 neut_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 29 supp_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 30""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 11 supp_longfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 29""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 2""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 26""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 23 neut_longfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 1""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 33 supp_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 10""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 5 supp_longfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 32 supp_shortfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 11""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 40 neut_longfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 36 neut_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 15""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 20""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 40""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 8""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 32""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 37""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 27""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 17 neut_shortfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 20 neut_shortfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 14""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 21 supp_shortfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 35 supp_longfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 18 supp_shortfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 34""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 24 supp_longfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 3""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 4 neut_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 22""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 4""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 37 neut_shortfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 31 neut_shortfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""LongShort 14 neut_longfirst""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 12""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 13 neut_longfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""LongShort 15 neut_shortfirst""","""no""","""second""","""English""","""Male""","""27"""
30,"""filler 13""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 5""","""no""","""first""","""English""","""Male""","""27"""
30,"""LongShort 25 neut_shortfirst""","""yes""","""first""","""English""","""Male""","""27"""
30,"""LongShort 9 neut_longfirst""","""yes""","""second""","""English""","""Male""","""27"""
30,"""filler 24""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 31""","""no""","""first""","""English""","""Male""","""27"""
30,"""filler 7""","""yes""","""first""","""English""","""Male""","""27"""
30,"""filler 25""","""yes""","""second""","""English""","""Male""","""27"""
31,"""LongShort 17 supp_longfirst""","""no""","""second""","""English""","""Male""","""26"""
31,"""filler 22""","""yes""","""first""","""English""","""Male""","""26"""
31,"""LongShort 37 supp_shortfirst""","""no""","""first""","""English""","""Male""","""26"""
